px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
7.96236	-6.39341	-2.60081	-2.74601	-0.39558	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.155134
8.01861	-6.32278	-2.34566	-2.71395	-0.318343	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	6.86748
8.13395	-6.24317	-2.39342	-2.71213	-0.300461	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.578574
8.25119	-6.17769	-2.37513	-2.71677	-0.284331	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.375333
8.39867	-6.08106	-2.47029	-2.71016	-0.260883	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.94517
8.49634	-6.01725	-2.40254	-2.70322	-0.232422	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	0.88752
8.62155	-5.93157	-2.46774	-2.69537	-0.212527	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.610327
8.755	-5.87601	-2.55044	-2.71506	-0.227162	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.649504
8.89717	-5.7748	-2.64663	-2.6996	-0.19961	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	1.17076
8.98917	-5.69952	-2.49249	-2.67087	-0.141438	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	4.25085
9.12296	-5.59169	-2.58588	-2.649	-0.112159	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	1.25097
9.21257	-5.49956	-2.43705	-2.61261	-0.0528424	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	3.72356
9.34489	-5.37911	-2.52376	-2.58523	-0.0229311	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	1.24622
9.43474	-5.28412	-2.41413	-2.55092	0.0258485	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	2.36903
9.55452	-5.16615	-2.48276	-2.52426	0.0503077	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.861547
9.66846	-5.0945	-2.54627	-2.53365	0.0311191	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.587932
9.77326	-5.00159	-2.57158	-2.5201	0.0424767	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.22851
9.85672	-4.90656	-2.4397	-2.48333	0.0924458	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	2.51689
9.96274	-4.80797	-2.4614	-2.46874	0.101459	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.138245
10.037	-4.70849	-2.33317	-2.42592	0.154811	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	2.83874
10.1446	-4.57489	-2.41821	-2.39223	0.17911	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.920234
10.2339	-4.47235	-2.40614	-2.36955	0.194756	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.365423
10.3392	-4.34333	-2.4761	-2.34211	0.211018	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.456246
10.4254	-4.24418	-2.47424	-2.32154	0.22513	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.381142
10.5286	-4.09489	-2.5927	-2.28546	0.249377	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	1.20997
10.6459	-3.99628	-2.69988	-2.30265	0.205431	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	1.98545
10.7438	-3.85243	-2.78104	-2.27338	0.223786	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.680874
10.7664	-3.7178	-2.58691	-2.17877	0.343852	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	10.5782
10.8513	-3.55831	-2.69228	-2.14063	0.364316	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.974884
10.9608	-3.45538	-2.78802	-2.17068	0.291993	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	4.22278
11.0444	-3.3131	-2.84334	-2.14658	0.301214	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.246569
11.0733	-3.1743	-2.7347	-2.07259	0.386642	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	5.25487
11.1455	-3.02002	-2.80612	-2.04256	0.397122	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.380383
11.1425	-2.85059	-2.68261	-1.92696	0.53597	11.1386	-2.78926	11.15	-2.8	0	2.73104	13.6039
11.1854	-2.69478	-2.70973	-1.88844	0.544328	11.141	-2.65084	11.15	-2.65	0	2.73102	0.21893
11.1925	-2.53378	-2.68881	-1.80947	0.616747	11.1042	-2.54354	11.15	-2.55	0	1.81785	3.51157
11.2101	-2.41421	-2.62503	-1.77562	0.616552	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.339882
11.297	-2.32626	-2.5966	-1.84014	0.470117	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	15.6434
11.3394	-2.15314	-2.70525	-1.80986	0.475857	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.695725
11.3509	-1.99855	-2.69791	-1.75585	0.51663	11.3117	-1.92025	11.35	-1.95	0	1.81854	1.11376
11.3715	-1.85771	-2.68353	-1.72599	0.517938	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.0292687
11.3858	-1.70895	-2.68493	-1.68818	0.532477	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.162161
11.3943	-1.55336	-2.70088	-1.65383	0.537029	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.10222
11.3344	-1.38776	-2.71936	-1.53822	0.66631	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	10.6025
11.3129	-1.24128	-2.70813	-1.49394	0.673181	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.261204
11.2157	-1.05436	-2.86393	-1.35654	0.825	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	14.9338
11.1581	-0.911264	-2.8396	-1.29942	0.835874	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.591859
11.0864	-0.760635	-2.92232	-1.22631	0.882051	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	1.64879
11.0195	-0.629979	-2.91116	-1.17336	0.890215	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.314812
10.8981	-0.462896	-3.13369	-1.0687	0.982489	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	7.2494
10.8079	-0.338368	-3.11389	-1.01129	0.990555	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.23376
10.7134	-0.204788	-3.09165	-0.955329	0.991843	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.113884
10.6012	-0.129117	-2.97315	-0.879455	1.01582	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	1.36682
10.4511	0.00427434	-3.24869	-0.788371	1.08324	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	6.97023
10.3203	0.0680035	-3.16702	-0.710879	1.10844	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	1.11426
10.2271	0.131164	-2.94387	-0.663791	1.08732	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	2.91525
10.0973	0.141524	-2.8224	-0.571366	1.1289	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	2.55473
9.9588	0.211474	-2.86984	-0.500433	1.14315	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	1.05777
9.80826	0.216787	-2.78697	-0.400339	1.18323	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	1.98427
9.64784	0.267776	-2.9447	-0.328812	1.20116	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	2.02419
9.5001	0.268149	-2.90522	-0.241676	1.2298	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.94508
9.39218	0.259141	-2.52644	-0.160973	1.23544	9.22819	0.16178	9.35	0.15	-1.81963	0	6.86055
9.25364	0.241132	-2.49941	-0.0701371	1.25982	9.24456	0.139817	9.25	0.15	-1.81962	0	0.621349
9.10106	0.257282	-2.68372	-0.0123382	1.25574	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	1.60076
8.96659	0.253869	-2.68442	0.0512328	1.25652	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.00126365
8.82099	0.249998	-2.77076	0.108162	1.25051	8.84168	0.257617	8.8	0.25	-2.99995	0	0.396797
8.6798	0.234291	-2.77843	0.168733	1.24811	8.65606	0.24536	8.65	0.25	-2.99994	0	0.0368281
8.53287	0.213195	-2.82864	0.225576	1.24149	8.43549	0.247188	8.5	0.25	-2.99323	0	0.243837
8.38815	0.195052	-2.83932	0.27511	1.22778	8.34184	0.250769	8.35	0.25	-2.9932	0	0.293827
8.2462	0.1556	-2.80395	0.338351	1.22414	8.27073	0.243988	8.2	0.25	-2.73233	0	0.197633
8.09443	0.140377	-2.80083	0.375458	1.19283	8.03847	0.260731	8.05	0.25	-2.73234	0	1.02249
7.95063	0.105009	-2.89682	0.413194	1.16788	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	0.917982
7.80774	0.069349	-2.89923	0.451409	1.14681	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.664598
7.64036	0.0316253	-3.0817	0.470129	1.10033	7.46173	0.143776	7.6	0.15	-2.99599	0	3.20891
7.49973	0.00704213	-3.04687	0.49044	1.065	7.45455	0.149294	7.45	0.15	-2.99596	0	1.31136
7.4002	-0.0706396	-2.77647	0.571255	1.09886	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	5.11556
7.27678	-0.100779	-2.71293	0.594913	1.06203	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	1.47205
7.12756	-0.15461	-2.88237	0.608835	1.00616	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	4.25408
6.99117	-0.219234	-2.85962	0.643062	0.98476	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.62551
6.94809	-0.333484	-2.47966	0.761	1.07399	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	11.6519
6.85381	-0.407257	-2.44555	0.80646	1.06057	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.25146
6.68686	-0.455473	-2.81467	0.760623	0.923728	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	20.5971
6.58137	-0.551189	-2.81701	0.802677	0.919515	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.0711512
6.52336	-0.697223	-2.64584	0.915466	1.006	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	5.72647
6.44012	-0.823904	-2.65968	0.976198	1.01142	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.0558451
6.39832	-0.969589	-2.60539	1.0778	1.08252	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	3.05062
6.34052	-1.10452	-2.64159	1.14083	1.09108	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.206778
6.27377	-1.24525	-2.6714	1.19677	1.08455	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.308637
6.2233	-1.40073	-2.71012	1.26243	1.08994	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.167631
6.25158	-1.64233	-2.84942	1.45207	1.27854	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	19.0091
6.25787	-1.78355	-2.80073	1.52873	1.28575	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.476509
6.26226	-1.91686	-2.78191	1.5953	1.28876	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.121284
6.28542	-2.04947	-2.75878	1.66782	1.2972	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.293664
6.29995	-2.17268	-2.64164	1.72326	1.26956	6.45002	-2.23466	6.35	-2.2	0	-2.72856	1.33484
6.3284	-2.3205	-2.65364	1.79396	1.26984	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.0305316
6.37923	-2.48982	-2.7742	1.87737	1.29028	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.935764
6.43358	-2.63666	-2.78125	1.95013	1.29156	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.0296362
6.45019	-2.70119	-2.3266	1.98574	1.2283	6.46538	-2.81029	6.45	-2.8	0	-2.72732	10.9808
6.49323	-2.84529	-2.38364	2.03877	1.21089	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.596246
6.55286	-3.00222	-2.55817	2.09574	1.20573	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	1.79955
6.60568	-3.17212	-2.64485	2.13223	1.17155	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	1.84546
6.66677	-3.30265	-2.57789	2.17773	1.14625	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.63239
6.72524	-3.47629	-2.66652	2.20132	1.10249	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	2.48865
6.78552	-3.59556	-2.53517	2.23957	1.07311	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	2.37128
6.84134	-3.76527	-2.61024	2.25058	1.02174	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	2.77406
6.89421	-3.8706	-2.41939	2.28183	0.99053	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	3.27873
6.9451	-4.03956	-2.49135	2.27973	0.931528	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	3.41939
6.98492	-4.12267	-2.24704	2.30307	0.901755	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	4.44942
7.03158	-4.26418	-2.30223	2.30028	0.852446	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	2.51827
7.12983	-4.40316	-2.61074	2.32842	0.843119	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	5.47931
7.1966	-4.55885	-2.6692	2.32298	0.794033	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	2.67431
7.25452	-4.64872	-2.48572	2.34392	0.771588	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	2.66027
7.31819	-4.78635	-2.52527	2.34111	0.729525	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	1.73259
7.39537	-4.89375	-2.45404	2.36337	0.710389	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	1.14778
7.45167	-5.05344	-2.49289	2.34244	0.650418	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	3.05215
7.567	-5.19493	-2.86179	2.36295	0.643474	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	7.81952
7.63417	-5.35942	-2.90213	2.339	0.587275	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	2.69334
7.6903	-5.45045	-2.62641	2.34716	0.561865	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	5.04282
7.74609	-5.59438	-2.64804	2.32713	0.514041	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	1.80435
7.85023	-5.7252	-2.79145	2.34404	0.504628	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.74386
7.92313	-5.89219	-2.8231	2.32137	0.454531	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	1.93953
7.97843	-5.98143	-2.46954	2.32773	0.431643	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	6.69022
8.03681	-6.12986	-2.4921	2.30576	0.386672	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	1.51311
8.13476	-6.24853	-2.5779	2.32094	0.38145	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.506251
8.21086	-6.38139	-2.59124	2.31483	0.35492	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.535973
8.32702	-6.51257	-2.77251	2.33138	0.353603	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.61771
8.40401	-6.65811	-2.78535	2.31688	0.320378	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.806547
8.48939	-6.76898	-2.66897	2.32342	0.30816	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.12564
8.54864	-6.92478	-2.68331	2.29327	0.261905	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	1.51627
8.63416	-7.0441	-2.65431	2.29577	0.249768	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.510179
8.67994	-7.21669	-2.67797	2.2501	0.191433	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	2.40044
8.76509	-7.3349	-2.73045	2.2534	0.185864	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.362203
8.82391	-7.474	-2.74438	2.23135	0.154989	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.700623
8.90288	-7.59458	-2.70516	2.23084	0.145497	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.350297
8.95348	-7.75561	-2.72141	2.19553	0.102751	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	1.28219
9.0257	-7.87713	-2.66468	2.19137	0.0920995	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.403815
9.06421	-8.04779	-2.6892	2.14634	0.0427062	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	1.67424
9.13494	-8.17263	-2.65944	2.14205	0.0355529	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.161962
9.19615	-8.31235	-2.66744	2.12635	0.0181884	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.207459
9.27809	-8.44311	-2.81928	2.13012	0.0240717	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.43309
9.31917	-8.59187	-2.8324	2.09925	-0.00753664	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.725321
9.38388	-8.71585	-2.8357	2.09465	-0.011525	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.206143
9.42649	-8.8717	-2.86109	2.06373	-0.0415559	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.653654
9.46493	-8.98701	-2.58504	2.04111	-0.0689101	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	4.73473
9.50472	-9.13065	-2.59246	2.01631	-0.0895982	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.328842
9.56306	-9.26321	-2.61751	2.00924	-0.0910153	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.159812
9.59992	-9.4136	-2.63174	1.98225	-0.112554	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.329454
9.66341	-9.55779	-2.68987	1.97712	-0.110262	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.283121
9.70517	-9.71254	-2.70969	1.95426	-0.126697	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.19932
9.77417	-9.86342	-2.85576	1.95537	-0.115661	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.49361
9.80477	-10.0137	-2.87112	1.92956	-0.135259	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.279576
9.8241	-10.1333	-2.61112	1.89876	-0.166954	9.75497	-10.1932	9.75	-10.2	0	-2.72857	3.96042
9.83327	-10.3007	-2.64366	1.85663	-0.199173	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.728725
9.87756	-10.4491	-2.71914	1.84916	-0.192951	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.433063
9.90022	-10.6096	-2.73981	1.82242	-0.208692	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.17882
9.91266	-10.7365	-2.56074	1.79199	-0.234466	9.86786	-10.8223	9.85	-10.8	0	-2.72846	1.96512
9.91366	-10.8972	-2.59018	1.75417	-0.258671	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.42334
9.9309	-11.0356	-2.56125	1.73369	-0.266139	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.121426
9.91821	-11.2009	-2.5978	1.69011	-0.294145	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.584297
9.93777	-11.3429	-2.66573	1.67948	-0.287295	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.337281
9.92477	-11.5031	-2.71031	1.64151	-0.310211	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.465008
9.90972	-11.6331	-2.53475	1.5986	-0.346104	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	2.57113
9.86445	-11.8057	-2.59264	1.54149	-0.382916	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	1.08154
9.83669	-11.9322	-2.45715	1.49642	-0.415487	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	1.58743
9.77556	-12.0995	-2.52224	1.43546	-0.452103	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	1.11686
9.71882	-12.2058	-2.301	1.3671	-0.511525	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	4.44723
9.65265	-12.3421	-2.33594	1.31143	-0.537673	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.754279
9.56717	-12.4167	-2.03206	1.21357	-0.630593	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	9.97173
9.48058	-12.5382	-2.08709	1.14697	-0.660557	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	1.01455
9.39061	-12.6145	-1.8799	1.04387	-0.752017	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	8.85905
9.25968	-12.7373	-2.00076	0.950977	-0.799716	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	2.76999
9.17448	-12.8177	-1.97152	0.881471	-0.832021	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	0.860925
9.03472	-12.93	-2.09776	0.79405	-0.869807	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	2.1241
8.9274	-13.0019	-2.09181	0.71572	-0.907304	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	1.20037
8.75538	-13.1154	-2.27271	0.624923	-0.942973	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	2.79606
8.54281	-13.158	-2.34956	0.417073	-1.15038	8.43462	-13.263	8.4	-13.15	-2.72644	0	20.8343
8.38291	-13.2071	-2.41686	0.33209	-1.16911	8.26001	-13.1483	8.25	-13.15	-2.72641	0	1.04339
8.19472	-13.2305	-2.59405	0.195667	-1.2732	8.10139	-13.1447	8.1	-13.15	-3.00083	0	5.55124
8.04255	-13.2412	-2.62655	0.11639	-1.28642	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.805106
7.94004	-13.262	-2.48073	0.0837351	-1.23217	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	2.12555
7.76083	-13.2786	-2.57629	0.0114117	-1.23244	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.873188
7.56376	-13.258	-2.79816	-0.100035	-1.29586	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	4.07802
7.40282	-13.2219	-2.80624	-0.182863	-1.30583	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.450133
7.29072	-13.2065	-2.61079	-0.228097	-1.26401	7.19553	-13.2012	7.2	-13.15	-2.73035	0	2.53057
7.12599	-13.1732	-2.6662	-0.294226	-1.2586	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.333057
7.00102	-13.1387	-2.57364	-0.351519	-1.24004	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0.695078
6.81204	-13.1081	-2.68902	-0.396394	-1.21424	6.672	-13.1364	6.65	-13.15	-3.63617	0	1.29592
6.74588	-13.0967	-2.22836	-0.42533	-1.14893	6.53838	-13.1322	6.55	-13.15	-1.81656	0	12.2869
6.58255	-13.0754	-2.32233	-0.454794	-1.11508	6.46904	-13.1587	6.45	-13.15	-1.81657	0	1.26995
6.46161	-13.0176	-2.32722	-0.512597	-1.11043	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.370759
6.29362	-12.9779	-2.42153	-0.539014	-1.07595	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	1.37431
6.13061	-12.8728	-2.74452	-0.611088	-1.10195	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	5.02614
5.96349	-12.8027	-2.81077	-0.642636	-1.07319	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0.82558
5.86243	-12.7416	-2.59953	-0.682786	-1.04581	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	2.57026
5.69173	-12.6806	-2.67575	-0.69559	-1.00243	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	1.55377
5.56323	-12.5775	-2.78091	-0.748286	-1.00394	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.70686
5.38729	-12.498	-2.85834	-0.758033	-0.959543	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	1.61866
5.27718	-12.4023	-2.79165	-0.801868	-0.948521	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.396916
5.1335	-12.3094	-2.82937	-0.824476	-0.919894	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0.593162
5.04245	-12.2179	-2.77231	-0.863782	-0.91211	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.350271
4.92885	-12.1214	-2.79603	-0.89101	-0.894105	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.251658
4.8641	-12.0404	-2.5761	-0.930351	-0.883491	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	2.6096
4.78504	-11.9364	-2.58091	-0.971849	-0.880787	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.00862679
4.67567	-11.7835	-2.91786	-1.01485	-0.884293	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	5.95962
4.58626	-11.6568	-2.93636	-1.051	-0.875872	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.145149
4.54885	-11.5701	-2.60209	-1.09731	-0.874511	4.53697	-11.5591	4.55	-11.55	0	1.99749	6.03857
4.50839	-11.4507	-2.58977	-1.15188	-0.885423	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.118137
4.40823	-11.2614	-3.05024	-1.18808	-0.873239	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	10.6955
4.38158	-11.0903	-3.0453	-1.26129	-0.898175	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.437566
4.40016	-10.99	-2.50033	-1.3463	-0.938312	4.39651	-10.8822	4.45	-10.95	0	1.81807	14.6043
4.39634	-10.8534	-2.49007	-1.41367	-0.954216	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.245315
4.38073	-10.7165	-2.51823	-1.46661	-0.954244	4.493	-10.7885	4.45	-10.7	0	2.72865	0.244741
4.39019	-10.571	-2.52451	-1.53463	-0.969458	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.175973
4.39005	-10.4274	-2.54917	-1.58865	-0.969383	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.0628282
4.41022	-10.2777	-2.56528	-1.65344	-0.980294	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.116256
4.43132	-10.1386	-2.56753	-1.71088	-0.983676	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.127303
4.48219	-9.98484	-2.59935	-1.78593	-1.00379	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.360004
4.52188	-9.83847	-2.61763	-1.84524	-1.00745	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.214689
4.58914	-9.68475	-2.65945	-1.91834	-1.02418	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0.318481
4.64995	-9.54686	-2.67276	-1.97884	-1.02768	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.147272
4.74529	-9.39856	-2.72627	-2.05723	-1.04836	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0.476665
